account_id,payment_id,payment_usd,payment_date
hbQ5GR1L54QtQAB,mVQfR0638dQAU,50,2020-11-28
2HQ5GR1Rh4QtQAV,mhQfR0638dQAE,30,2020-11-28
vYQ5GR1KF4QtQAX,mgQfR0638dQAE,3053.52,2020-11-28
ctQ5GR1TR4QtQAH,mfQfR0638dQAE,160.52,2020-11-28
14Q5GR1GI4QtQAD,meQfR0638dQAE,2005.6,2020-11-28
ztQ5GR1Ha4QtQAF,mdQfR0638dQAE,2763.72,2020-11-28
S8Q5GR1RP4QtQAL,mcQfR0638dQAE,3245.1,2020-11-28
w5Q5GR1O34QtQAF,mbQfR0638dQAE,300,2020-11-28
oiQ5GR1RP4QtQAD,maQfR0638dQAE,150,2020-11-28
5jQ5GR1Uz4QtQAB,lpQfR0638dQAE,493.58,2020-11-28
vsQ5GR1KF4QtQAH,loQfR0638dQAE,3053.52,2020-11-28
hnQ5GR1O34QtQAB,lnQfR0638dQAE,3301.42,2020-11-28
ctQ5GR11H4QtQAC,lmQfR0638dQAE,1745.12,2020-11-28
6iQ5GR1O14QtQAB,llQfR0638dQAE,150,2020-11-28
5fQ5GR1O14QtQAB,lkQfR0638dQAE,75,2020-11-28
F9Q5GR1Mr4QtQAJ,ljQfR0638dQAE,75,2020-11-28
X1Q5GR1L34QtQAN,liQfR0638dQAE,500,2020-11-28
hGQ5GR1EI4QtQAT,lhQfR0638dQAE,250,2020-11-28
OHQ5GR1O24QtQAZ,lgQfR0638dQAE,125,2020-11-28
2ZQ5GR1O34QtQAR,lfQfR0638dQAE,125,2020-11-28
ljQ5GR1Vk4QtQAB,leQfR0638dQAE,1,2020-11-28
HtQ5GR0mU4QtQAO,lcQfR0638dQAE,50,2020-11-28
IRQ5GR1TU4QtQA1,laQfR0638dQAE,25,2020-11-28
luQ5GR1NY4QtQAD,mmQfR0638dQAE,1329.89,2020-11-27
gMQ5GR19b4QtQAU,mlQfR0638dQAE,1145.61,2020-11-27
hUQ5GR1Z24QtQAR,mkQfR0638dQAE,250,2020-11-27
LLQ5GR0bx4QtQA2,mjQfR0638dQAE,125,2020-11-27
qSQ5GR14r4QtQAU,miQfR0638dQAE,50,2020-11-27
DXQ5GR1Gz4QtQAZ,m0QfR0638dQAE,500,2020-11-27
PaQ5GR1Z24QtQAJ,lzQfR0638dQAE,50,2020-11-27
fLQ5GR1Ux4QtQAV,lyQfR0638dQAE,50,2020-11-27
zDQ5GR1T44QtQAR,lxQfR0638dQAE,50,2020-11-27
qlQ5GR0BF4QtQAH,lwQfR0638dQAE,9080.42,2020-11-27
4gQ5GR1L54QtQAF,lvQfR0638dQAE,500,2020-11-27
1hQ5GR0eA4QtQAG,luQfR0638dQAE,500,2020-11-27
fHQ5GR1Yi4QtQAR,ltQfR0638dQAE,500,2020-11-27
hhQ5GR1ZP4QtQAH,lsQfR0638dQAE,250,2020-11-27
D5Q5GR1VY4QtQAL,lrQfR0638dQAE,50,2020-11-27
fgQ5GR1VC4QtQAH,CQQfR0638dQA2,75,2020-11-26
iKQ5GR1Yx4QtQAR,COQfR0638dQA2,500,2020-11-26
lwQ5GR1Z24QtQAB,CNQfR0638dQA2,125,2020-11-26
3vQ5GR1O14QtQAB,CMQfR0638dQA2,550,2020-11-26
XlQ5GR1VC4QtQAL,CLQfR0638dQA2,275,2020-11-26
PkQ5GR1Rh4QtQAJ,CKQfR0638dQA2,1,2020-11-26
EVQ5GR1TS4QtQA1,CJQfR0638dQA2,50,2020-11-26
3xQ5GR1Bf4QtQAB,BnQfR0638dQAM,250,2020-11-26
d3Q5GR1VC4QtQAH,BlQfR0638dQAM,30,2020-11-26
2AQ5GR0zQ4QtQAS,BkQfR0638dQAM,50,2020-11-26
67Q5GR1Bg4QtQAB,BjQfR0638dQAM,857.14,2020-11-26
RcQ5GR0p44QtQAI,BiQfR0638dQAM,1332.49,2020-11-26
O7Q5GR1YP4QtQAL,BhQfR0638dQAM,500,2020-11-26
yOQ5GR1Mr4QtQAV,BgQfR0638dQAM,1100,2020-11-26
3YQ5GR1Ux4QtQAR,BfQfR0638dQAM,50,2020-11-26
lxQ5GR0zQ4QtQAC,BeQfR0638dQAM,50,2020-11-26
8uQ5GR1L44QtQAB,B8QfR0638dQAM,2837.78,2020-11-26
uEQ5GR1Vm4QtQAV,B7QfR0638dQAM,2040,2020-11-26
S6Q5GR1L44QtQAJ,B6QfR0638dQAM,150,2020-11-26
PuQ5GR1Rh4QtQAJ,B5QfR0638dQAM,50,2020-11-26
lwQ5GR1Z24QtQAB,CPQfR0638dQA2,125,2020-11-25
JWQ5GR1Mo4QtQA3,CIQfR0638dQA2,250,2020-11-25
fdQ5GR14s4QtQAA,CHQfR0638dQA2,974.8,2020-11-25
q1Q5GR1WP4QtQAD,CGQfR0638dQA2,600,2020-11-25
yuQ5GR0Qv4QtQAF,CFQfR0638dQA2,250,2020-11-25
P7Q5GR1T34QtQAJ,CEQfR0638dQA2,2121.3,2020-11-25
8uQ5GR0sh4QtQAA,BZQfR0638dQA2,789.79,2020-11-25
w6Q5GR1SZ4QtQAH,BYQfR0638dQA2,250,2020-11-25
9PQ5GR1Mr4QtQAV,BXQfR0638dQA2,50,2020-11-25
KqQ5GR1R44QtQAN,BWQfR0638dQA2,50,2020-11-25
P7Q5GR1T34QtQAJ,BoQfR0638dQAM,2514.84,2020-11-25
3sQ5GR1L54QtQAF,BmQfR0638dQAM,250,2020-11-25
wsQ5GR1Ou4QtQAF,BdQfR0638dQAM,75,2020-11-25
9tQ5GR1Rh4QtQAF,BcQfR0638dQAM,250,2020-11-25
u8Q5GR17F4QtQAG,BbQfR0638dQAM,80.89,2020-11-25
keQ5GR1T34QtQAB,BaQfR0638dQAM,1202.19,2020-11-25
iKQ5GR1Yx4QtQAR,BAQfR0638dQA2,500,2020-11-25
WKQ5GR1Yw4QtQA3,B9QfR0638dQAM,250,2020-11-25
QNQ5GR1O24QtQAZ,B4QfR0638dQAM,150,2020-11-25
1TQ5GR1SC4QtQAT,B3QfR0638dQAM,2619.27,2020-11-25
DmQ5GR1PV4QtQAP,B2QfR0638dQAM,1329.45,2020-11-25
JKQ5GR1Ou4QtQA3,B1QfR0638dQAM,720.34,2020-11-25
alQ5GR1R34QtQAF,B0QfR0638dQAM,698.72,2020-11-25
iUQ5GR1L34QtQAR,AzQfR0638dQAM,30,2020-11-25
CoQ5GR1Sn4QtQAN,AyQfR0638dQAM,250,2020-11-25
TqQ5GR11G4QtQAK,AxQfR0638dQAM,250,2020-11-25
nIQ5GR1SB4QtQAT,AwQfR0638dQAM,255,2020-11-25
yRQ5GR1Mq4QtQAV,AvQfR0638dQAM,250,2020-11-25
KVQ5GR1R24QtQA3,CZQfR0638dQA2,1505.29,2020-11-24
pcQ5GR1TV4QtQAH,CYQfR0638dQA2,500,2020-11-24
7AQ5GR0bx4QtQAU,CXQfR0638dQA2,500,2020-11-24
ooQ5GR1R14QtQAB,CWQfR0638dQA2,1979.46,2020-11-24
4bQ5GR1Vz4QtQAB,CVQfR0638dQA2,50,2020-11-24
PrQ5GR07s4QtQAI,CUQfR0638dQA2,100,2020-11-24
KgQ5GR1T44QtQAJ,CTQfR0638dQA2,250,2020-11-24
t8Q5GR1T54QtQAB,CSQfR0638dQA2,50,2020-11-24
ksQ5GR1TT4QtQAD,CRQfR0638dQA2,50,2020-11-24
nEQ5GR1O24QtQAV,CaQfR0638dQAM,4901.88,2020-11-24
DNQ5GR1Mq4QtQA3,C2QfR0638dQAM,30,2020-11-24
evQ5GR1T54QtQAB,BzQfR0638dQAM,4445.75,2020-11-24
Q8Q5GR1YP4QtQAL,ByQfR0638dQAM,500,2020-11-24
RYQ5GR1Yx4QtQA3,BxQfR0638dQAM,50,2020-11-24
C8Q5GR1R34QtQAN,BwQfR0638dQAM,1793.5,2020-11-24
k0Q5GR0t34QtQAA,BvQfR0638dQAM,916.58,2020-11-24
vhQ5GR1TR4QtQAH,BVQfR0638dQA2,50,2020-11-24
qCQ5GR1Wy4QtQAV,BuQfR0638dQAM,500,2020-11-24
h2Q5GR1TR4QtQAH,BtQfR0638dQAM,500,2020-11-24
krQ5GR1SC4QtQAD,BsQfR0638dQAM,4497.31,2020-11-24
TSQ5GR1R44QtQAZ,BrQfR0638dQAM,150,2020-11-24
t4Q5GR1T34QtQAF,BqQfR0638dQAM,500,2020-11-24
zBQ5GR1Bh4QtQAV,BpQfR0638dQAM,500,2020-11-24
a5Q5GR1Js4QtQAB,BNQfR0638dQA2,500,2020-11-24
W2Q5GR1Mq4QtQAJ,BLQfR0638dQA2,50,2020-11-24
J8Q5GR1Vb4QtQAJ,BIQfR0638dQA2,4445.75,2020-11-24
jKQ5GR0Pp4QtQAV,BHQfR0638dQA2,1454.67,2020-11-24
wfQ5GR0k24QtQAA,BGQfR0638dQA2,615.3,2020-11-24
d4Q5GR0M74QtQAB,BFQfR0638dQA2,250,2020-11-24
M1Q5GR1T34QtQAN,BEQfR0638dQA2,500,2020-11-24
L5Q5GR1Js4QtQAN,BDQfR0638dQA2,250,2020-11-24
cLQ5GR1O24QtQAR,BCQfR0638dQA2,250,2020-11-24
vXQ5GR1TR4QtQAX,BBQfR0638dQA2,50,2020-11-24
bCQ5GR1Be4QtQAV,CiQfR0638dQAM,130.61,2020-11-23
r4Q5GR1J04QtQAF,ChQfR0638dQAM,54.32,2020-11-23
3QQ5GR1Ao4QtQAV,CgQfR0638dQAM,338.06,2020-11-23
4WQ5GR1T34QtQAR,CfQfR0638dQAM,75,2020-11-23
cHQ5GR0BH4QtQAX,CeQfR0638dQAM,250,2020-11-23
wUQ5GR06N4QtQAS,CdQfR0638dQAM,250,2020-11-23
sfQ5GR0KC4QtQAH,CDQfR0638dQA2,1716.21,2020-11-23
CrQ5GR0jd4QtQAI,CcQfR0638dQAM,250,2020-11-23
A5Q5GR1Ux4QtQAN,CCQfR0638dQA2,932.55,2020-11-23
jpQ5GR11E4QtQAG,CbQfR0638dQAM,250,2020-11-23
D2Q5GR1Ao4QtQAN,CBQfR0638dQA2,31.82,2020-11-23
NgQ5GR1Ao4QtQAN,CAQfR0638dQA2,175.67,2020-11-23
zrQ5GR1Jq4QtQAF,C9QfR0638dQAM,500,2020-11-23
pcQ5GR1TV4QtQAH,C8QfR0638dQAM,500,2020-11-23
qCQ5GR1Wy4QtQAV,C7QfR0638dQAM,500,2020-11-23
p8Q5GR0t34QtQAA,C6QfR0638dQAM,250,2020-11-23
YcQ5GR1Bf4QtQAN,C5QfR0638dQAM,250,2020-11-23
tHQ5GR19Y4QtQAW,C4QfR0638dQAM,1100,2020-11-23
D8Q5GR1Mq4QtQAJ,C3QfR0638dQAM,50,2020-11-23
yqQ5GR19b4QtQAA,C1QfR0638dQAM,25,2020-11-23
yRQ5GR19b4QtQAQ,C0QfR0638dQAM,25,2020-11-23
3RQ5GR1Ao4QtQAV,BUQfR0638dQA2,199.47,2020-11-23
7kQ5GR1Ao4QtQAF,BTQfR0638dQA2,12.63,2020-11-23
GvQ5GR1Be4QtQAN,BSQfR0638dQA2,38.64,2020-11-23
GiQ5GR1Ao4QtQAN,BRQfR0638dQA2,240.74,2020-11-23
LGQ5GR1Ao4QtQA3,BQQfR0638dQA2,264.67,2020-11-23
hxQ5GR1O24QtQAB,BPQfR0638dQA2,161.64,2020-11-23
GQQ5GR1T54QtQAZ,BOQfR0638dQA2,75,2020-11-23
8HQ5GR0t34QtQAQ,BMQfR0638dQA2,500,2020-11-23
QKQ5GR1244QtQAY,BKQfR0638dQA2,50,2020-11-23
CNQ5GR1T34QtQAZ,BJQfR0638dQA2,30,2020-11-23
MsQ5GR1VD4QtQAP,ZYQfR0638dQA2,500,2020-11-22
6IQ5GR1Uy4QtQAV,ZXQfR0638dQA2,30,2020-11-22
pFQ5GR1R24QtQAR,ZtQfR0638dQAM,500,2020-11-22
1MQ5GR1Mq4QtQAR,ZsQfR0638dQAM,1082.05,2020-11-22
GzQ5GR0KB4QtQAL,ZrQfR0638dQAM,955.06,2020-11-22
5GQ5GR0Kx4QtQAR,ZqQfR0638dQAM,1421.93,2020-11-22
edQ5GR1O34QtQAB,ZpQfR0638dQAM,400,2020-11-22
oDQ5GR0T04QtQAV,ZoQfR0638dQAM,50,2020-11-22
sqQ5GR1T34QtQAB,ZnQfR0638dQAM,125,2020-11-22
3aQ5GR0Sy4QtQAB,ZmQfR0638dQAM,250,2020-11-22
b3Q5GR1Ux4QtQAB,ZJQfR0638dQA2,250,2020-11-22
pOQ5GR1NY4QtQAT,ZIQfR0638dQA2,331.05,2020-11-22
pEQ5GR1NY4QtQAT,ZHQfR0638dQA2,48.01,2020-11-22
emQ5GR10p4QtQAA,ZGQfR0638dQA2,50,2020-11-22
f6Q5GR1J04QtQAF,ZFQfR0638dQA2,1500,2020-11-22
8uQ5GR1O24QtQAB,ZEQfR0638dQA2,50,2020-11-22
ZNQ5GR1T44QtQAZ,ZDQfR0638dQA2,125,2020-11-22
fFQ5GR1O24QtQAR,ZCQfR0638dQA2,125,2020-11-22
S5Q5GR1Rj4QtQAN,a7QfR0638dQAE,500,2020-11-22
xlQ5GR14q4QtQAA,a6QfR0638dQAE,250,2020-11-22
BTQ5GR1Ux4QtQAZ,a5QfR0638dQAE,250,2020-11-22
osQ5GR1T34QtQAF,a4QfR0638dQAE,50,2020-11-22
pQQ5GR1O24QtQAV,a3QfR0638dQAE,50,2020-11-22
BAQ5GR1Uy4QtQA3,a2QfR0638dQAE,30,2020-11-22
QgQ5GR1RQ4QtQAP,ZzQfR0638dQAM,250,2020-11-21
xeQ5GR06N4QtQAC,ZyQfR0638dQAM,99,2020-11-21
GEQ5GR1Uy4QtQA3,ZxQfR0638dQAM,12.48,2020-11-21
OTQ5GR1Bg4QtQAZ,ZwQfR0638dQAM,146.66,2020-11-21
qtQ5GR1SD4QtQAD,ZWQfR0638dQA2,50,2020-11-21
M7Q5GR1SZ4QtQAP,ZvQfR0638dQAM,50,2020-11-21
MuQ5GR14p4QtQAI,ZVQfR0638dQA2,1050,2020-11-21
ckQ5GR1Sn4QtQAF,ZuQfR0638dQAM,50,2020-11-21
MkQ5GR14p4QtQAI,ZUQfR0638dQA2,250,2020-11-21
mCQ5GR1T44QtQAR,ZTQfR0638dQA2,250,2020-11-21
4pQ5GR1KH4QtQAH,ZSQfR0638dQA2,1589.45,2020-11-21
JEQ5GR1UV4QtQA5,ZRQfR0638dQA2,125,2020-11-21
cLQ5GR1Bg4QtQAR,ZQQfR0638dQA2,250,2020-11-21
HhQ5GR14o4QtQAI,ZPQfR0638dQA2,250,2020-11-21
AuQ5GR0Tz4QtQAN,ZOQfR0638dQA2,2443.5,2020-11-21
XDQ5GR1Ox4QtQA3,ZNQfR0638dQA2,1476.28,2020-11-21
1jQ5GR0Po4QtQAB,ZMQfR0638dQA2,375,2020-11-21
0lQ5GR1Ui4QtQAF,ZLQfR0638dQA2,50,2020-11-21
yzQ5GR1RQ4QtQAD,ZKQfR0638dQA2,50,2020-11-21
iDQ5GR1NZ4QtQAT,ZBQfR0638dQA2,1,2020-11-21
crQ5GR1Uy4QtQAF,a1QfR0638dQAE,50,2020-11-21
XgQ5GR14p4QtQAI,a0QfR0638dQAE,700,2020-11-21
TRQ5GR1R44QtQAZ,ZZQfR0638dQA2,30,2020-11-20
27Q5GR1Ux4QtQAB,ZlQfR0638dQAM,30,2020-11-20
1OQ5GR1Ux4QtQAR,ZkQfR0638dQAM,75,2020-11-20
9hQ5GR1Ui4QtQAF,ZjQfR0638dQAM,50,2020-11-20
u8Q5GR1Fo4QtQAB,ZiQfR0638dQAM,907.61,2020-11-20
3RQ5GR1O14QtQAR,ZhQfR0638dQAM,402.31,2020-11-20
YzQ5GR1R44QtQAJ,ZgQfR0638dQAM,300,2020-11-20
ZJQ5GR1R44QtQAZ,ZfQfR0638dQAM,300,2020-11-20
IxQ5GR1Vz4QtQAJ,ZeQfR0638dQAM,500,2020-11-20
HsQ5GR0bv4QtQAI,ZdQfR0638dQAM,100,2020-11-20
IyQ5GR1254QtQAM,ZcQfR0638dQAM,50,2020-11-20
8QQ5GR1Bh4QtQAR,ZbQfR0638dQAM,50,2020-11-20
ESQ5GR1R44QtQAZ,ZaQfR0638dQAM,30,2020-11-20
nUQ5GR1EK4QtQAT,aIQfR0638dQAU,1029.82,2020-11-20
8NQ5GR1Kh4QtQAR,aHQfR0638dQAU,767.06,2020-11-20
vzQ5GR06N4QtQAC,aGQfR0638dQAU,299,2020-11-20
g5Q5GR1Iz4QtQAB,aFQfR0638dQAU,162.5,2020-11-20
dxQ5GR1RP4QtQAD,aEQfR0638dQAU,500,2020-11-20
r1Q5GR0t34QtQAA,aDQfR0638dQAU,250,2020-11-20
Z3Q5GR1JQ4QtQAL,aCQfR0638dQAU,250,2020-11-20
F3Q5GR1Jr4QtQAN,aBQfR0638dQAU,250,2020-11-20
Z8Q5GR1Wt4QtQAJ,aAQfR0638dQAU,125,2020-11-20
ZkQ5GR1T54QtQAN,a9QfR0638dQAE,50,2020-11-20
KBQ5GR1UA4QtQA1,a8QfR0638dQAE,50,2020-11-20
tgQ5GR1R44QtQAB,dLQfR0638dQAU,541.47,2020-11-19
dHQ5GR0p44QtQAQ,dKQfR0638dQAU,804.96,2020-11-19
2RQ5GR0bx4QtQAQ,dJQfR0638dQAU,150,2020-11-19
mVQ5GR1L34QtQAR,dIQfR0638dQAU,875,2020-11-19
V2Q5GR1Kg4QtQAJ,dHQfR0638dQAU,500,2020-11-19
09Q5GR1T44QtQAF,dGQfR0638dQAU,500,2020-11-19
YIQ5GR1Ux4QtQA3,dEQfR0638dQAU,250,2020-11-19
6KQ5GR1R44QtQAV,dDQfR0638dQAU,250,2020-11-19
RzQ5GR1Hu4QtQAJ,dCQfR0638dQAU,250,2020-11-19
OyQ5GR1X14QtQAN,dBQfR0638dQAU,50,2020-11-19
MqQ5GR1VD4QtQAP,dbQfR0638dQAE,250,2020-11-19
bIQ5GR1T34QtQAV,dAQfR0638dQAU,50,2020-11-19
t5Q5GR1T34QtQAF,d9QfR0638dQAE,50,2020-11-19
IQQ5GR1We4QtQA3,d8QfR0638dQAE,4000,2020-11-19
KkQ5GR0hc4QtQAM,cVQfR0638dQAU,1519.14,2020-11-19
RCQ5GR0KB4QtQA1,cUQfR0638dQAU,815.36,2020-11-19
1bQ5GR07s4QtQAE,cTQfR0638dQAU,5906.14,2020-11-19
xCQ5GR1Uh4QtQAR,cSQfR0638dQAU,975,2020-11-19
vaQ5GR0Kx4QtQAB,cRQfR0638dQAU,500,2020-11-19
qsQ5GR0t34QtQAA,cQQfR0638dQAU,500,2020-11-19
GQQ5GR1Kg4QtQAZ,cPQfR0638dQAU,500,2020-11-19
FyQ5GR1Ux4QtQAN,cNQfR0638dQAU,250,2020-11-19
m0Q5GR1Uh4QtQAB,cMQfR0638dQAU,250,2020-11-19
14Q5GR1Mq4QtQAF,cLQfR0638dQAU,50,2020-11-19
H7Q5GR1Ie4QtQAJ,cKQfR0638dQAU,50,2020-11-19
b7Q5GR1VD4QtQAH,cjQfR0638dQAE,50,2020-11-19
QhQ5GR1RQ4QtQAP,dqQfR0638dQAE,1477.13,2020-11-18
vtQ5GR1Nc4QtQAF,dpQfR0638dQAE,874.88,2020-11-18
4cQ5GR1PS4QtQAD,doQfR0638dQAE,81.31,2020-11-18
IrQ5GR0t34QtQAM,dnQfR0638dQAE,2759.08,2020-11-18
TUQ5GR0KC4QtQA1,dmQfR0638dQAE,6112.21,2020-11-18
P6Q5GR0KB4QtQAL,dlQfR0638dQAE,500,2020-11-18
SrQ5GR0sh4QtQAM,dkQfR0638dQAE,250,2020-11-18
nMQ5GR1Vz4QtQAR,djQfR0638dQAE,250,2020-11-18
JBQ5GR1Fn4QtQAZ,diQfR0638dQAE,250,2020-11-18
RQQ5GR1R24QtQAZ,dhQfR0638dQAE,50,2020-11-18
bEQ5GR1Wv4QtQAR,dgQfR0638dQAE,50,2020-11-18
sOQ5GR1Wd4QtQAV,dFQfR0638dQAU,500,2020-11-18
O1Q5GR1254QtQAM,dfQfR0638dQAE,50,2020-11-18
YvQ5GR1Ww4QtQAN,deQfR0638dQAE,30,2020-11-18
xSQ5GR1Ww4QtQAR,ddQfR0638dQAE,30,2020-11-18
O9Q5GR1Ww4QtQAN,dcQfR0638dQAE,30,2020-11-18
iRQ5GR1264QtQAQ,czQfR0638dQAE,1273.16,2020-11-18
SxQ5GR1PT4QtQAP,cyQfR0638dQAE,1441.86,2020-11-18
X0Q5GR1L64QtQAN,cxQfR0638dQAE,510,2020-11-18
swQ5GR1Ww4QtQAF,cwQfR0638dQAE,75,2020-11-18
mQQ5GR1Fn4QtQAV,cvQfR0638dQAE,3164,2020-11-18
M6Q5GR18t4QtQAI,cuQfR0638dQAE,500,2020-11-18
tBQ5GR1SC4QtQAT,ctQfR0638dQAE,500,2020-11-18
4BQ5GR1Ou4QtQAR,csQfR0638dQAE,250,2020-11-18
KqQ5GR1R24QtQAJ,crQfR0638dQAE,21.25,2020-11-18
GmQ5GR1Wx4QtQAJ,cqQfR0638dQAE,1,2020-11-18
foQ5GR0bw4QtQAA,cpQfR0638dQAE,50,2020-11-18
apQ5GR12C4QtQAC,cOQfR0638dQAU,500,2020-11-18
A3Q5GR1Ux4QtQAJ,coQfR0638dQAE,50,2020-11-18
jbQ5GR1Fn4QtQAF,cnQfR0638dQAE,50,2020-11-18
UbQ5GR1EI4QtQAP,cmQfR0638dQAE,50,2020-11-18
sSQ5GR1Ww4QtQAR,clQfR0638dQAE,30,2020-11-18
VPQ5GR1WS4QtQA1,eCQfR0638dQAU,250,2020-11-17
tkQ5GR1R24QtQAB,eBQfR0638dQAU,500,2020-11-17
L1Q5GR1Ha4QtQAJ,eAQfR0638dQAU,500,2020-11-17
weQ5GR1SC4QtQAD,e9QfR0638dQAE,50,2020-11-17
nBQ5GR1Ic4QtQAR,e8QfR0638dQAE,1111.23,2020-11-17
9cQ5GR0rg4QtQAA,e7QfR0638dQAE,275,2020-11-17
iFQ5GR0hb4QtQAU,e6QfR0638dQAE,100,2020-11-17
4AQ5GR1Wg4QtQAV,e5QfR0638dQAE,250,2020-11-17
bYQ5GR1Ou4QtQAV,e4QfR0638dQAE,1651.56,2020-11-17
QgQ5GR17G4QtQAO,e3QfR0638dQAE,81.25,2020-11-17
aSQ5GR1HY4QtQAX,e2QfR0638dQAE,250,2020-11-17
sNQ5GR0bw4QtQAQ,e1QfR0638dQAE,250,2020-11-17
0EQ5GR1U94QtQAV,e0QfR0638dQAE,508.5,2020-11-17
QlQ5GR1RQ4QtQAP,dzQfR0638dQAE,1,2020-11-17
9wQ5GR0p54QtQAE,dyQfR0638dQAE,2031.49,2020-11-17
pZQ5GR17H4QtQAW,dxQfR0638dQAE,500,2020-11-17
wnQ5GR06N4QtQAC,dwQfR0638dQAE,500,2020-11-17
SKQ5GR1R24QtQA3,dvQfR0638dQAE,150,2020-11-17
zdQ5GR1Wg4QtQAF,duQfR0638dQAE,50,2020-11-17
lQQ5GR11E4QtQAS,dtQfR0638dQAE,50,2020-11-17
nQQ5GR0hc4QtQAQ,dsQfR0638dQAE,2133.16,2020-11-17
k4Q5GR1R24QtQAF,dRQfR0638dQAU,30,2020-11-17
xCQ5GR14q4QtQAQ,drQfR0638dQAE,53.67,2020-11-17
9mQ5GR1Wc4QtQAB,dPQfR0638dQAU,30,2020-11-17
IRQ5GR1We4QtQA3,d7QfR0638dQAE,500,2020-11-17
UGQ5GR1Sn4QtQAZ,d6QfR0638dQAE,500,2020-11-17
ROQ5GR1Mp4QtQAZ,d5QfR0638dQAE,1275.99,2020-11-17
TiQ5GR1We4QtQAN,d4QfR0638dQAE,500,2020-11-17
hkQ5GR1O24QtQAB,d3QfR0638dQAE,1025.95,2020-11-17
9lQ5GR1Sn4QtQAB,d2QfR0638dQAE,1355.47,2020-11-17
XZQ5GR1L34QtQAZ,d1QfR0638dQAE,1351.12,2020-11-17
0hQ5GR1Mp4QtQAB,d0QfR0638dQAE,954.38,2020-11-17
snQ5GR1W04QtQAB,ckQfR0638dQAE,25,2020-11-17
JlQ5GR0sh4QtQAM,dZQfR0638dQAU,500,2020-11-16
LhQ5GR0ff4QtQAM,dYQfR0638dQAU,250,2020-11-16
o0Q5GR1Wo4QtQAF,dXQfR0638dQAU,250,2020-11-16
YRQ5GR0zP4QtQA4,dWQfR0638dQAU,250,2020-11-16
c0Q5GR1Uv4QtQAB,dVQfR0638dQAU,250,2020-11-16
aGQ5GR1WP4QtQAT,dUQfR0638dQAU,250,2020-11-16
oNQ5GR14q4QtQAQ,dTQfR0638dQAU,50,2020-11-16
GvQ5GR1HX4QtQAL,dSQfR0638dQAU,50,2020-11-16
mSQ5GR1Uh4QtQAV,dQQfR0638dQAU,30,2020-11-16
diQ5GR1Wc4QtQAB,dOQfR0638dQAU,30,2020-11-16
mmQ5GR0Ov4QtQAF,dNQfR0638dQAU,1049.98,2020-11-16
DoQ5GR0zQ4QtQAO,dMQfR0638dQAU,744.44,2020-11-16
uHQ5GR1UA4QtQAX,daQfR0638dQAE,75,2020-11-16
XEQ5GR1EI4QtQA5,cZQfR0638dQAU,50,2020-11-16
iAQ5GR1Uh4QtQAV,cYQfR0638dQAU,30,2020-11-16
YXQ5GR1Wo4QtQA3,cXQfR0638dQAU,30,2020-11-16
wxQ5GR06N4QtQAC,cWQfR0638dQAU,1106.91,2020-11-16
EeQ5GR1Mq4QtQAN,ciQfR0638dQAE,150,2020-11-16
mtQ5GR1Wc4QtQAB,chQfR0638dQAE,75,2020-11-16
bmQ5GR1Wu4QtQAF,cgQfR0638dQAE,1000,2020-11-16
TiQ5GR1We4QtQAN,cfQfR0638dQAE,500,2020-11-16
4AQ5GR1Wg4QtQAV,ceQfR0638dQAE,250,2020-11-16
jfQ5GR0p34QtQAE,cdQfR0638dQAE,250,2020-11-16
15Q5GR1SC4QtQAD,ccQfR0638dQAE,125,2020-11-16
aBQ5GR0ff4QtQAQ,cbQfR0638dQAE,100,2020-11-16
VoQ5GR0ff4QtQAI,caQfR0638dQAE,100,2020-11-16
IfQ5GR1Bg4QtQAN,iSQfR0638dQAU,50,2020-11-15
fSQ5GR1SB4QtQAX,iRQfR0638dQAU,750,2020-11-15
8TQ5GR1Nc4QtQAV,iQQfR0638dQAU,250,2020-11-15
nMQ5GR1Vz4QtQAR,iPQfR0638dQAU,250,2020-11-15
bTQ5GR0Qv4QtQAV,iOQfR0638dQAU,773.61,2020-11-15
feQ5GR1Mq4QtQAB,ioQfR0638dQAE,50,2020-11-15
J8Q5GR1T44QtQAJ,inQfR0638dQAE,250,2020-11-15
g4Q5GR1JR4QtQAH,imQfR0638dQAE,1287.74,2020-11-15
fCQ5GR1L64QtQAR,iLQfR0638dQAU,150,2020-11-15
bxQ5GR1R24QtQAF,ilQfR0638dQAE,1077.14,2020-11-15
UlQ5GR1EK4QtQAL,ikQfR0638dQAE,50,2020-11-15
SjQ5GR11H4QtQAO,iDQfR0638dQAU,1869.96,2020-11-15
hxQ5GR1Ui4QtQAF,iCQfR0638dQAU,50,2020-11-15
vOQ5GR1SD4QtQAX,iBQfR0638dQAU,150,2020-11-15
IGQ5GR19Y4QtQA4,iAQfR0638dQAU,250,2020-11-15
LAQ5GR1Mp4QtQAZ,i9QfR0638dQAE,500,2020-11-15
whQ5GR1L34QtQAB,i8QfR0638dQAE,119.17,2020-11-15
RFQ5GR1Ui4QtQA3,i7QfR0638dQAE,250,2020-11-15
0EQ5GR1WQ4QtQAT,i6QfR0638dQAE,250,2020-11-15
jYQ5GR1Sn4QtQAV,iZQfR0638dQAU,50,2020-11-14
gnQ5GR1Uh4QtQAB,iYQfR0638dQAU,50,2020-11-14
6MQ5GR0zQ4QtQAW,iXQfR0638dQAU,50,2020-11-14
